class,cap-shape,cap-surface,cap-color,gill-spacing,gill-color,stalk-shape,stalk-root
e,f,y,g,c,n,t,b
e,f,y,n,c,w,t,b
e,x,f,g,c,n,t,b
e,f,f,g,c,u,t,b
p,x,f,g,c,p,e,b
p,x,s,w,w,p,e,b
e,f,f,g,c,u,t,b
e,f,f,g,c,w,t,b
e,f,y,g,c,n,t,b
p,x,f,g,c,h,e,b
p,x,s,w,w,u,e,b
p,x,f,g,c,p,e,b
e,x,y,g,c,n,t,b
p,x,f,g,c,h,e,b
e,f,y,e,c,p,t,b
e,f,y,g,c,p,t,b
e,x,f,g,c,w,t,b
p,x,f,g,c,h,e,b
e,f,y,g,c,p,t,b
e,f,y,g,c,n,t,b
p,x,s,w,c,p,e,b
p,x,y,y,c,g,e,b
e,f,f,e,c,n,t,b
p,x,f,g,c,g,e,b
p,x,f,g,c,g,e,b
e,x,y,n,c,u,t,b
p,x,f,g,c,g,e,b
e,f,y,n,c,u,t,b
e,f,f,g,c,u,t,b
e,f,y,g,c,p,t,b
e,f,y,g,c,u,t,b
p,x,s,g,w,n,e,b
e,f,f,g,c,w,t,b
e,f,y,e,c,n,t,b
e,f,y,n,c,n,t,b
e,f,y,g,c,u,t,b
p,x,f,p,c,g,e,b
p,x,f,g,c,p,e,b
e,f,y,g,c,p,t,b
e,f,f,g,c,u,t,b
p,x,s,p,w,p,e,b
e,x,y,g,c,u,t,b
p,x,f,g,c,h,e,b
p,x,f,g,c,h,e,b
e,f,y,n,c,w,t,b
e,f,y,n,c,p,t,b
p,x,s,g,c,u,e,b
p,f,f,g,c,g,e,b
p,x,f,p,w,p,e,b
e,f,y,e,c,w,t,b
e,f,y,g,c,w,t,b
e,f,f,e,c,n,t,b
p,x,f,y,c,p,e,b
e,f,f,g,c,w,t,b
p,x,f,w,w,p,e,b
p,x,f,g,c,g,e,b
e,f,f,e,c,p,t,b
e,f,y,g,c,w,t,b
p,x,f,g,c,p,e,b
p,x,f,g,c,h,e,b
p,x,s,p,w,p,e,b
e,x,y,g,c,u,t,b
p,x,f,g,c,p,e,b
e,f,y,n,c,w,t,b
e,x,y,n,c,u,t,b
e,f,y,e,c,p,t,b
e,f,y,g,c,p,t,b
e,f,f,e,c,p,t,b
e,f,y,g,c,p,t,b
e,f,f,g,c,w,t,b
p,x,f,p,w,n,e,b
e,f,f,e,c,n,t,b
e,f,f,e,c,u,t,b
p,x,s,w,w,n,e,b
e,f,f,g,c,w,t,b
e,f,y,n,c,n,t,b
p,x,f,g,c,h,e,b
e,f,f,e,c,n,t,b
p,x,f,g,c,h,e,b
e,f,f,e,c,w,t,b
e,f,y,g,c,u,t,b
e,f,f,g,c,w,t,b
p,x,f,g,c,g,e,b
e,f,y,e,c,n,t,b
p,x,f,w,c,p,e,b
e,f,y,n,c,n,t,b
e,x,y,g,c,p,t,b
e,f,y,n,c,u,t,b
e,f,y,e,c,n,t,b
e,f,y,g,c,p,t,b
e,f,y,e,c,u,t,b
p,x,f,g,c,h,e,b
e,f,y,g,c,u,t,b
e,f,y,g,c,w,t,b
e,f,f,g,c,w,t,b
e,f,y,g,c,p,t,b
e,f,f,e,c,p,t,b
e,f,f,e,c,n,t,b
e,f,y,n,c,p,t,b
e,f,f,n,c,w,t,b
p,x,f,p,c,u,e,b
p,x,f,g,c,p,e,b
e,f,y,g,c,n,t,b
e,f,y,e,c,u,t,b
p,x,s,w,c,g,e,b
p,x,f,p,w,g,e,b
p,x,f,g,c,g,e,b
e,x,f,g,c,p,t,b
e,f,y,e,c,u,t,b
p,x,s,p,w,p,e,b
e,f,y,g,c,n,t,b
e,f,y,n,c,n,t,b
p,x,f,g,c,g,e,b
e,f,y,n,c,w,t,b
e,x,f,e,c,p,t,b
p,x,f,w,w,g,e,b
e,f,y,n,c,n,t,b
p,x,f,g,c,g,e,b
e,f,y,e,c,n,t,b
p,x,f,y,c,p,e,b
e,f,f,g,c,u,t,b
e,x,f,e,c,n,t,b
e,f,y,e,c,n,t,b
e,f,y,g,c,u,t,b
p,x,f,g,w,u,e,b
e,f,y,g,c,w,t,b
e,f,f,e,c,n,t,b
p,x,f,g,c,h,e,b
e,f,y,n,c,w,t,b
p,x,s,g,w,g,e,b
p,x,f,g,c,h,e,b
e,f,f,e,c,u,t,b
e,f,y,n,c,u,t,b
e,f,y,g,c,n,t,b
e,f,f,g,c,u,t,b
p,x,f,w,c,p,e,b
p,x,f,g,c,p,e,b
p,x,f,g,w,u,e,b
e,f,f,e,c,n,t,b
e,f,y,e,c,w,t,b
p,f,y,g,c,h,e,b
p,x,f,g,c,h,e,b
e,f,y,e,c,p,t,b
p,x,f,p,w,g,e,b
p,x,s,g,c,u,e,b
e,f,y,e,c,w,t,b
e,f,f,e,c,p,t,b
e,f,y,e,c,w,t,b
e,f,y,n,c,w,t,b
p,x,s,p,w,g,e,b
p,x,f,g,c,p,e,b
e,f,f,e,c,w,t,b
e,f,y,e,c,u,t,b
e,f,f,g,c,u,t,b
e,f,f,e,c,u,t,b
e,f,y,n,c,n,t,b
e,f,y,e,c,w,t,b
p,f,f,y,c,g,e,b
e,x,f,g,c,p,t,b
p,x,s,p,w,p,e,b
e,x,y,e,c,w,t,b
e,f,f,g,c,u,t,b
e,f,f,e,c,u,t,b
e,x,f,e,c,u,t,b
e,f,y,g,c,p,t,b
e,f,f,e,c,n,t,b
p,x,s,w,w,n,e,b
p,x,y,g,c,g,e,b
p,x,f,p,c,n,e,b
e,f,y,g,c,w,t,b
e,x,y,n,c,w,t,b
p,x,f,g,c,n,e,b
e,f,y,n,c,w,t,b
p,x,f,p,c,g,e,b
e,f,f,e,c,n,t,b
p,x,s,w,w,n,e,b
e,x,y,n,c,n,t,b
p,x,f,g,c,g,e,b
p,x,s,g,c,n,e,b
e,f,y,n,c,n,t,b
p,x,f,g,c,g,e,b
p,x,s,p,c,p,e,b
e,f,y,e,c,u,t,b
p,x,s,g,w,p,e,b
e,x,y,g,c,p,t,b
e,x,y,g,c,w,t,b
e,f,y,n,c,n,t,b
e,f,y,n,c,u,t,b
e,f,f,n,c,u,t,b
p,x,s,g,c,n,e,b
e,f,f,g,c,w,t,b
e,x,f,e,c,u,t,b
e,f,f,g,c,w,t,b
e,f,y,e,c,n,t,b
e,f,y,n,c,n,t,b
p,x,f,g,c,g,e,b
p,x,s,g,c,p,e,b
e,f,y,e,c,w,t,b
e,x,y,g,c,w,t,b
p,x,f,g,w,g,e,b
e,f,y,n,c,n,t,b
e,f,y,g,c,n,t,b
e,f,f,e,c,u,t,b
p,x,f,y,c,p,e,b
p,x,s,g,w,p,e,b
e,f,y,g,c,n,t,b
e,f,y,n,c,p,t,b
e,f,y,n,c,u,t,b
e,f,y,g,c,p,t,b
e,f,y,g,c,n,t,b
p,x,f,g,c,g,e,b
e,f,y,g,c,w,t,b
e,f,f,e,c,p,t,b
p,x,f,g,w,g,e,b
e,f,y,g,c,u,t,b
p,f,y,g,c,h,e,b
e,f,f,e,c,u,t,b
p,x,f,g,c,h,e,b
e,f,y,g,c,u,t,b
p,x,f,p,c,n,e,b
e,f,f,e,c,w,t,b
p,x,f,p,w,p,e,b
p,x,s,w,c,u,e,b
e,f,y,g,c,n,t,b
p,x,s,p,w,u,e,b
p,x,f,g,c,g,e,b
e,x,f,n,c,u,t,b
e,f,y,g,c,p,t,b
e,f,y,e,c,u,t,b
p,x,f,g,c,p,e,b
p,x,f,g,w,n,e,b
p,x,f,g,c,g,e,b
p,x,f,w,w,u,e,b
e,f,y,n,c,p,t,b
e,f,y,g,c,p,t,b
p,x,f,w,w,g,e,b
e,x,y,g,c,w,t,b
e,f,y,n,c,w,t,b
e,f,f,g,c,u,t,b
e,x,y,e,c,p,t,b
e,f,y,e,c,n,t,b
p,x,f,w,w,n,e,b
e,f,f,e,c,p,t,b
p,x,y,y,c,h,e,b
e,f,f,g,c,p,t,b
e,f,y,n,c,n,t,b
p,x,f,g,w,p,e,b
p,x,s,p,c,n,e,b
e,f,f,e,c,u,t,b
e,x,f,g,c,p,t,b
e,f,y,g,c,u,t,b
p,x,f,g,c,h,e,b
e,x,y,n,c,u,t,b
e,f,y,g,c,n,t,b
e,f,f,g,c,u,t,b
p,x,f,g,c,p,e,b
e,f,y,n,c,p,t,b
p,x,f,g,c,h,e,b
e,f,y,g,c,u,t,b
e,f,f,e,c,u,t,b
e,f,f,e,c,n,t,b
p,x,s,w,c,u,e,b
p,x,f,w,w,p,e,b
e,f,f,e,c,w,t,b
e,f,f,e,c,p,t,b
e,f,y,n,c,u,t,b
p,x,f,g,c,h,e,b
e,f,y,g,c,w,t,b
p,x,f,g,c,p,e,b
e,f,f,e,c,w,t,b
p,x,f,g,c,h,e,b
e,f,y,g,c,u,t,b
e,f,f,e,c,u,t,b
e,f,y,n,c,w,t,b
p,x,f,g,c,h,e,b
e,f,f,e,c,u,t,b
e,x,f,g,c,p,t,b
e,f,y,g,c,n,t,b
p,x,f,w,w,u,e,b
e,f,f,e,c,p,t,b
e,f,f,e,c,n,t,b
e,f,y,e,c,u,t,b
e,x,f,e,c,n,t,b
e,f,y,n,c,u,t,b
p,x,f,g,c,p,e,b
e,x,f,g,c,n,t,b
p,x,f,g,c,g,e,b
e,f,y,g,c,n,t,b
e,f,y,n,c,p,t,b
p,x,y,g,c,h,e,b
e,f,y,g,c,w,t,b
p,f,f,g,c,p,e,b
e,f,y,e,c,w,t,b
p,x,s,g,c,g,e,b
e,f,y,e,c,u,t,b
e,f,y,n,c,u,t,b
e,x,f,e,c,n,t,b
e,f,y,e,c,n,t,b
e,f,y,g,c,w,t,b
p,x,s,p,w,n,e,b
p,f,f,g,c,h,e,b
e,f,f,g,c,w,t,b
e,f,f,e,c,w,t,b
p,x,f,p,c,u,e,b
e,f,f,n,c,p,t,b
e,f,y,g,c,p,t,b
e,f,y,e,c,p,t,b
e,f,y,e,c,w,t,b
e,x,f,g,c,n,t,b
p,x,s,w,w,p,e,b
e,f,y,g,c,n,t,b
p,x,y,g,c,p,e,b
e,f,y,n,c,p,t,b
e,f,y,n,c,p,t,b
p,x,s,g,w,n,e,b
e,f,y,g,c,p,t,b
e,f,y,e,c,w,t,b
p,x,f,g,c,g,e,b
e,x,y,n,c,w,t,b
e,f,y,e,c,u,t,b
e,f,f,e,c,n,t,b
p,x,s,p,c,n,e,b
p,x,f,g,c,h,e,b
e,f,y,e,c,p,t,b
e,f,y,g,c,p,t,b
p,x,s,p,c,p,e,b
e,f,f,g,c,u,t,b
e,f,f,e,c,n,t,b
e,f,f,n,c,u,t,b
e,x,y,g,c,n,t,b
e,x,y,n,c,w,t,b
e,f,y,n,c,u,t,b
p,x,f,p,c,p,e,b
e,f,f,e,c,p,t,b
p,x,y,y,c,p,e,b
p,x,s,g,w,p,e,b
e,f,y,n,c,w,t,b
p,f,f,g,c,p,e,b
p,x,f,g,w,n,e,b
e,f,y,g,c,p,t,b
e,f,y,g,c,u,t,b
e,f,y,g,c,w,t,b
e,x,y,n,c,w,t,b
p,x,f,y,c,p,e,b
e,f,f,g,c,u,t,b
p,x,f,g,c,p,e,b
e,f,y,e,c,u,t,b
e,f,f,e,c,w,t,b
p,f,f,g,c,p,e,b
e,f,f,e,c,p,t,b
p,x,f,y,c,g,e,b
e,f,f,e,c,u,t,b
e,f,f,g,c,u,t,b
e,f,f,e,c,p,t,b
e,f,y,e,c,n,t,b
e,f,y,e,c,n,t,b
e,f,y,n,c,n,t,b
e,f,f,g,c,w,t,b
e,f,f,e,c,p,t,b
p,x,f,g,c,g,e,b
e,f,y,n,c,u,t,b
p,x,f,g,c,n,e,b
e,f,y,n,c,w,t,b
e,f,y,g,c,w,t,b
e,x,f,e,c,p,t,b
e,f,y,e,c,p,t,b
e,f,f,g,c,p,t,b
e,x,y,g,c,p,t,b
p,x,f,p,c,g,e,b
e,x,y,n,c,n,t,b
e,f,y,n,c,n,t,b
e,f,y,g,c,w,t,b
p,f,f,g,c,g,e,b
e,f,y,g,c,w,t,b
e,f,y,e,c,n,t,b
p,x,f,g,c,g,e,b
e,f,y,n,c,n,t,b
p,x,f,g,c,h,e,b
e,f,f,e,c,w,t,b
e,x,y,n,c,w,t,b
e,x,y,g,c,p,t,b
e,f,y,e,c,u,t,b
p,x,y,g,c,p,e,b
p,x,s,g,c,g,e,b
p,x,f,g,c,p,e,b
p,x,f,g,c,p,e,b
p,f,f,g,c,p,e,b
e,f,f,g,c,u,t,b
p,x,f,g,c,g,e,b
e,f,y,e,c,p,t,b
e,f,y,n,c,w,t,b
e,f,y,n,c,n,t,b
p,x,y,y,c,p,e,b
e,f,y,g,c,n,t,b
p,x,f,p,w,u,e,b
e,f,f,e,c,w,t,b
e,f,y,n,c,n,t,b
e,x,y,n,c,n,t,b
e,f,f,e,c,p,t,b
p,x,f,g,c,h,e,b
p,x,f,g,c,h,e,b
e,f,f,g,c,n,t,b
e,x,f,n,c,u,t,b
p,x,f,g,c,p,e,b
e,f,f,g,c,w,t,b
p,x,f,p,c,g,e,b
e,f,y,n,c,n,t,b
e,f,y,g,c,n,t,b
p,x,f,g,c,g,e,b
e,x,f,e,c,w,t,b
p,x,s,g,w,u,e,b
p,x,f,g,c,h,e,b
e,f,y,n,c,n,t,b
p,x,f,g,c,g,e,b
e,f,y,e,c,p,t,b
e,f,f,g,c,u,t,b
e,f,f,g,c,w,t,b
e,f,y,n,c,w,t,b
e,f,y,e,c,u,t,b
e,f,y,g,c,p,t,b
e,f,y,e,c,u,t,b
e,f,y,n,c,n,t,b
p,x,y,y,c,p,e,b
e,f,f,g,c,u,t,b
e,f,y,n,c,u,t,b
p,x,f,g,c,g,e,b
p,x,f,g,c,p,e,b
p,x,f,g,c,p,e,b
e,f,y,e,c,u,t,b
e,f,y,n,c,p,t,b
p,x,y,g,c,p,e,b
p,x,f,g,c,p,e,b
p,f,y,g,c,p,e,b
e,f,y,n,c,w,t,b
p,x,f,g,w,n,e,b
e,f,f,e,c,n,t,b
p,f,f,y,c,h,e,b
e,f,y,n,c,u,t,b
e,x,y,e,c,u,t,b
p,x,f,g,c,h,e,b
e,x,y,n,c,p,t,b
p,x,s,w,c,g,e,b
e,f,y,g,c,p,t,b
e,f,f,e,c,p,t,b
e,f,y,g,c,p,t,b
p,x,f,g,c,g,e,b
e,f,y,e,c,u,t,b
e,f,y,e,c,p,t,b
p,x,s,p,c,g,e,b
e,f,f,e,c,u,t,b
e,f,f,g,c,u,t,b
e,f,f,g,c,w,t,b
e,f,f,g,c,u,t,b
p,x,f,g,c,h,e,b
e,f,y,n,c,p,t,b
e,f,y,g,c,n,t,b
e,f,y,n,c,u,t,b
p,x,s,p,c,n,e,b
e,f,y,e,c,n,t,b
e,f,y,g,c,p,t,b
e,f,y,e,c,n,t,b
p,x,s,w,c,u,e,b
p,x,f,g,c,h,e,b
e,f,y,n,c,w,t,b
p,x,f,g,c,g,e,b
p,x,f,w,c,n,e,b
e,f,y,n,c,w,t,b
e,f,y,g,c,p,t,b
e,f,y,g,c,n,t,b
e,f,y,g,c,w,t,b
p,x,f,w,w,p,e,b
e,f,f,e,c,u,t,b
p,x,f,g,c,g,e,b
e,f,y,n,c,w,t,b
e,f,y,n,c,p,t,b
p,x,s,p,c,u,e,b
e,f,y,g,c,n,t,b
p,x,s,p,c,g,e,b
e,x,y,n,c,n,t,b
p,x,y,g,c,p,e,b
e,f,y,e,c,w,t,b
p,x,f,p,c,p,e,b
p,x,f,g,c,p,e,b
e,f,f,e,c,u,t,b
e,f,f,e,c,w,t,b
p,x,f,g,c,u,e,b
p,x,f,g,c,p,e,b
e,f,y,g,c,n,t,b
p,x,f,g,c,p,e,b
e,f,f,e,c,w,t,b
e,f,y,n,c,u,t,b
p,f,y,y,c,h,e,b
e,f,y,e,c,n,t,b
e,f,y,e,c,p,t,b
e,f,y,n,c,w,t,b
e,x,f,n,c,w,t,b
p,f,y,g,c,g,e,b
e,f,y,g,c,u,t,b
e,f,f,e,c,w,t,b
e,f,y,n,c,p,t,b
e,x,y,g,c,p,t,b
e,x,y,n,c,w,t,b
p,x,f,g,c,p,e,b
p,x,s,w,w,g,e,b
p,f,f,y,c,g,e,b
e,f,y,n,c,u,t,b
e,f,y,e,c,p,t,b
e,f,f,e,c,u,t,b
e,f,f,e,c,w,t,b
e,f,y,e,c,w,t,b
e,f,y,n,c,n,t,b
e,f,y,e,c,n,t,b
p,x,y,g,c,h,e,b
e,f,y,e,c,w,t,b
e,f,y,n,c,p,t,b
p,x,f,g,c,p,e,b
p,x,f,w,w,p,e,b
p,x,f,g,w,p,e,b
e,x,y,n,c,u,t,b
p,f,f,y,c,h,e,b
p,x,s,g,w,n,e,b
e,f,y,e,c,w,t,b
e,f,y,e,c,u,t,b
e,f,f,e,c,p,t,b
p,x,f,y,c,p,e,b
e,f,y,n,c,u,t,b
e,f,f,e,c,w,t,b
e,f,y,e,c,u,t,b
p,x,f,y,c,p,e,b
p,x,f,g,c,n,e,b
e,f,f,e,c,u,t,b
p,x,s,g,c,g,e,b
p,x,f,w,c,u,e,b
p,x,f,g,c,h,e,b
e,f,y,g,c,n,t,b
e,f,f,e,c,n,t,b
p,f,f,y,c,p,e,b
e,f,f,e,c,u,t,b
e,f,y,e,c,w,t,b
e,f,f,g,c,u,t,b
e,f,y,e,c,n,t,b
e,f,f,g,c,u,t,b
e,f,y,n,c,u,t,b
e,f,y,e,c,w,t,b
e,f,y,n,c,w,t,b
e,f,f,e,c,n,t,b
e,f,y,e,c,w,t,b
e,f,f,g,c,w,t,b
e,x,f,g,c,p,t,b
e,f,y,n,c,p,t,b
e,f,y,n,c,p,t,b
e,x,f,e,c,n,t,b
e,f,f,n,c,p,t,b
p,x,f,g,c,h,e,b
e,f,y,e,c,p,t,b
e,x,y,g,c,n,t,b
e,f,y,n,c,w,t,b
e,f,y,n,c,w,t,b
e,f,y,g,c,w,t,b
p,x,f,g,c,h,e,b
e,f,f,e,c,w,t,b
p,f,f,g,c,g,e,b
e,f,y,g,c,u,t,b
e,f,y,g,c,n,t,b
e,f,f,g,c,u,t,b
p,f,f,y,c,h,e,b
e,x,y,n,c,n,t,b
e,f,y,g,c,p,t,b
p,f,f,g,c,h,e,b
e,f,y,n,c,w,t,b
p,x,f,g,w,u,e,b
e,f,y,e,c,w,t,b
p,x,s,w,w,g,e,b
e,f,y,n,c,n,t,b
p,x,s,w,c,n,e,b
e,f,y,e,c,p,t,b
e,f,f,g,c,u,t,b
e,f,f,e,c,p,t,b
e,f,y,e,c,w,t,b
p,x,s,g,c,p,e,b
e,f,y,e,c,n,t,b
e,f,y,e,c,n,t,b
p,x,f,p,w,n,e,b
e,f,f,e,c,u,t,b
p,x,s,p,c,u,e,b
e,f,f,e,c,w,t,b
p,f,f,g,c,g,e,b
e,f,y,g,c,p,t,b
p,x,f,g,c,h,e,b
e,f,y,n,c,n,t,b
e,f,y,e,c,u,t,b
e,f,y,n,c,u,t,b
p,x,s,p,w,g,e,b
p,x,y,g,c,h,e,b
e,f,f,e,c,p,t,b
e,f,f,g,c,w,t,b
e,f,y,g,c,n,t,b
e,f,y,e,c,p,t,b
e,f,y,e,c,u,t,b
e,x,f,g,c,n,t,b
p,x,f,g,c,g,e,b
e,x,y,n,c,u,t,b
e,f,y,e,c,u,t,b
e,f,f,e,c,n,t,b
p,x,f,w,c,n,e,b
e,f,y,e,c,p,t,b
e,f,y,g,c,p,t,b
p,x,f,g,c,p,e,b
e,f,y,g,c,n,t,b
p,x,s,w,w,n,e,b
e,f,f,e,c,n,t,b
p,x,s,w,c,n,e,b
p,x,f,g,c,g,e,b
p,x,f,g,c,h,e,b
e,f,y,g,c,u,t,b
e,f,y,g,c,p,t,b
e,f,y,e,c,p,t,b
e,f,y,e,c,p,t,b
p,x,f,g,c,h,e,b
e,f,f,e,c,u,t,b
e,f,f,e,c,n,t,b
p,x,y,g,c,g,e,b
e,f,f,e,c,u,t,b
p,x,f,g,w,p,e,b
e,f,y,g,c,u,t,b
e,f,y,e,c,w,t,b
e,f,y,e,c,n,t,b
e,f,y,g,c,w,t,b
e,x,f,e,c,n,t,b
e,f,y,g,c,u,t,b
p,x,s,p,c,p,e,b
e,f,y,n,c,u,t,b
p,x,f,g,c,p,e,b
e,f,y,e,c,n,t,b
e,f,y,g,c,w,t,b
e,f,f,e,c,n,t,b
p,x,s,w,w,u,e,b
p,x,f,w,w,n,e,b
e,x,y,n,c,n,t,b
e,f,f,e,c,w,t,b
e,f,y,e,c,w,t,b
e,x,y,g,c,u,t,b
p,x,f,g,c,p,e,b
p,x,f,w,w,n,e,b
e,f,y,n,c,w,t,b
e,f,f,e,c,w,t,b
p,x,f,w,w,u,e,b
p,x,s,g,w,p,e,b
e,x,y,e,c,p,t,b
p,x,f,g,c,h,e,b
p,x,f,g,c,p,e,b
p,x,f,g,c,h,e,b
p,x,s,g,c,n,e,b
e,x,f,g,c,w,t,b
p,x,f,p,c,u,e,b
e,f,f,e,c,n,t,b
p,x,s,p,c,n,e,b
p,x,f,g,w,p,e,b
e,f,y,e,c,p,t,b
p,x,f,g,c,n,e,b
p,x,s,g,w,n,e,b
e,f,y,g,c,u,t,b
e,f,y,n,c,u,t,b
p,x,f,g,w,g,e,b
e,f,f,e,c,p,t,b
p,x,s,w,c,n,e,b
e,f,y,n,c,w,t,b
p,x,f,g,c,h,e,b
p,f,y,g,c,g,e,b
e,f,y,g,c,n,t,b
p,x,f,g,c,g,e,b
e,f,y,g,c,p,t,b
p,x,f,g,c,g,e,b
p,f,f,g,c,p,e,b
e,f,f,e,c,n,t,b
e,f,f,g,c,w,t,b
p,x,f,w,c,p,e,b
e,f,f,g,c,n,t,b
p,x,f,g,c,p,e,b
p,x,y,y,c,h,e,b
p,f,y,g,c,p,e,b
p,x,f,y,c,p,e,b
p,x,f,w,w,g,e,b
p,x,y,y,c,h,e,b
p,x,y,y,c,g,e,b
p,x,f,y,c,h,e,b
p,f,f,y,c,h,e,b
p,f,f,y,c,g,e,b
e,f,y,g,c,n,t,b
p,x,y,g,c,g,e,b
p,f,f,y,c,p,e,b
p,f,f,y,c,g,e,b
e,x,f,g,c,w,t,b
e,f,y,n,c,n,t,b
e,f,y,e,c,n,t,b
p,x,y,y,c,h,e,b
p,f,y,g,c,g,e,b
p,f,y,g,c,h,e,b
e,f,y,e,c,w,t,b
p,f,y,g,c,p,e,b
e,f,f,e,c,n,t,b
e,f,f,g,c,p,t,b
e,f,f,g,c,w,t,b
p,x,f,g,c,p,e,b
p,x,y,y,c,p,e,b
p,f,f,y,c,h,e,b
e,f,y,e,c,p,t,b
p,x,f,y,c,h,e,b
p,f,y,g,c,h,e,b
p,f,f,y,c,g,e,b
p,f,y,y,c,g,e,b
p,x,y,g,c,p,e,b
p,f,f,y,c,h,e,b
p,x,s,p,c,g,e,b
p,x,y,y,c,p,e,b
e,f,f,e,c,u,t,b
e,f,y,e,c,n,t,b
p,x,f,p,c,n,e,b
p,x,f,y,c,h,e,b
p,f,y,g,c,p,e,b
e,x,y,g,c,p,t,b
e,f,f,e,c,p,t,b
p,f,y,g,c,p,e,b
e,f,y,g,c,u,t,b
p,x,f,y,c,g,e,b
p,f,y,g,c,g,e,b
e,f,f,e,c,p,t,b
p,x,y,y,c,h,e,b
p,f,f,y,c,g,e,b
p,x,y,y,c,p,e,b
p,f,f,g,c,g,e,b
p,x,s,p,w,n,e,b
p,x,f,g,c,g,e,b
p,x,y,g,c,g,e,b
p,x,y,y,c,h,e,b
p,f,f,g,c,h,e,b
e,f,y,g,c,u,t,b
p,x,s,g,c,w,t,b
p,x,y,y,c,g,e,b
e,f,f,g,c,w,t,b
p,f,f,y,c,g,e,b
p,x,y,g,c,h,e,b
p,f,f,y,c,g,e,b
p,x,y,g,c,h,e,b
p,f,y,g,c,h,e,b
p,f,y,y,c,h,e,b
p,x,f,y,c,p,e,b
p,x,s,w,c,g,e,b
p,x,y,g,c,g,e,b
p,x,f,g,c,p,e,b
e,f,y,n,c,u,t,b
e,f,f,g,c,w,t,b
p,x,f,y,c,g,e,b
p,x,s,p,c,u,e,b
p,f,f,g,c,p,e,b
p,x,f,g,c,h,e,b
p,x,s,w,c,u,e,b
e,f,f,e,c,w,t,b
p,f,y,g,c,p,e,b
p,x,f,p,w,p,e,b
p,f,s,w,c,p,t,b
p,x,y,y,c,p,e,b
p,f,f,g,c,g,e,b
p,x,f,g,c,p,e,b
p,x,f,y,c,h,e,b
p,f,f,y,c,h,e,b
e,f,f,g,c,u,t,b
p,x,f,y,c,h,e,b
p,x,y,g,c,h,e,b
p,f,f,g,c,p,e,b
p,x,f,g,w,u,e,b
p,x,f,g,c,u,e,b
p,x,y,g,c,p,e,b
p,x,s,g,c,h,t,b
p,x,y,g,c,h,e,b
e,f,y,g,c,n,t,b
p,f,f,y,c,p,e,b
e,f,f,e,c,p,t,b
p,f,y,g,c,p,e,b
e,f,y,n,c,n,t,b
e,f,f,e,c,w,t,b
p,x,y,g,c,g,e,b
p,x,y,g,c,h,e,b
e,f,f,e,c,w,t,b
p,f,f,g,c,p,e,b
e,f,f,g,c,w,t,b
e,f,y,e,c,w,t,b
e,f,y,e,c,w,t,b
p,f,f,g,c,g,e,b
e,x,f,e,c,u,t,b
p,f,y,g,c,p,e,b
p,x,y,y,c,p,e,b
p,f,y,y,c,p,e,b
p,x,f,y,c,g,e,b
p,x,y,y,c,p,e,b
e,x,f,g,c,u,t,b
e,x,y,g,c,u,t,b
p,f,y,g,c,g,e,b
p,f,f,y,c,h,e,b
p,x,y,g,c,p,e,b
p,x,y,g,c,h,e,b
p,x,y,g,c,g,e,b
p,x,s,g,w,u,e,b
p,f,f,g,c,p,e,b
p,f,s,b,c,p,t,b
p,x,y,g,c,p,e,b
p,x,y,y,c,p,e,b
